,ts_code,business_scope
278,300698.SZ,生产、维修：邮电通信器材、网络产品、系列通信电源、电力器材、防雷保护系统、电子通讯设备、光通信器件、光纤连接器，移动式和整体工作台，普通病床、智能病床(金属制)，第三类6815注射穿刺器械，第三类6822医用光学器具、仪器及内窥镜设备；服务：计算机应用软件的设计开发、技术服务、技术转让、技术咨询，通信工程设计、施工，承接钢结构工程，机电工程设计、施工，计算机信息系统集成；批发、零售、售后服务：第一类、第二类、第三类医疗器械，日用百货，化妆品，邮电通信器材，网络产品，系列通信电源，电力器材，防雷保护系统，电子通讯设备，光通信器件，光纤连接器，移动式、整体工作台，普通病床，智能病床(金属制)，第一类医疗器械，医疗信息化软件，通信信息化软件；变压器、整流器和电感器制造；电容器及其配套设备制造；配电开关控制设备制造；电气设备修理；电气设备安装；计算机、软件及辅助设备销售；软件开发；信息系统集成服务；信息技术咨询服务；数据处理服务、数据库服务；铅蓄电池、制冷设备、空调设备的研发、生产、销售；节能设备的销售、节能工程、机电设备安装工程、电力工程的设计、施工；建设工程勘察设计；从事进出口业务(法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目取得许可后方可经营)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
279,300486.SZ,物流设备、自动化生产线、输送线、仓储设备、涂装设备、自动监控系统、自动化配送中心、立体停车库、电气设备、工业机器人的设计、制造、安装、调试；自有房屋经营租赁；电力业务：太阳能光伏发电；电力供应：售电业务；机电设备安装工程；进出口：自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
280,002885.SZ,一般经营项目： 电源类产品（含电源适配器、充电器、 LED 驱动电源、逆变电源、储能电源，通讯电源、无线充电电源及其它智能电源）及相关电子零配件；电子变压器（含高、低频电源变压器）、电源滤波器、电感、电抗器等磁性元器件；特种变压器、轨道交通类磁性器件；光伏逆变器；新能源汽车充电设备、 UPS 不间断电源、新能源器件、汽车电子、电力电子及医疗电子产品的研发及销售；兴办实业（具体项目另行申报）；国内贸易（不含专营、专控、专卖商品）；货物、技术进出口业务（不含分销、国家专营专控商品）；自有房屋租赁。许可经营项目： 以下项目涉及应取得许可审批的，须凭相关审批文件方可经营:电源类产品（含电源适配器、充电器、 LED 驱动电源、逆变电源、储能电源，通讯电源、无线充电电源及其它智能电源）及相关电子零配件；电子变压器（含高、低频电源变压器）、电源滤波器、电感、电抗器等磁性元器件；特种变压器、轨道交通类磁性器件；光伏逆变器；新能源汽车充电设备、 UPS 不间断电源、新能源器件、汽车电子、电力电子及医疗电子产品的生产。
281,002640.SZ,电子产品的技术研发与销售；进出口：自营和代理各类商品和技术的进出口业务(国家限制或禁止的除外)；仓储服务(除危险品)；物流基地、物流中心的管理；包装服务；批发零售针纺织品、服装、缝纫机械、服装原材料、百货、皮革制品、家俱、工艺品(象牙及其制品除外)、文化用品、五金交电、建材(林区木材除外)；服装加工、生产；自有房屋租赁；物业服务；企业管理咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
282,002802.SZ,氯乙烯—醋酸乙烯共聚树脂和氯乙烯共聚乳液的研发、技术咨询、技术服务、技术转让、制造与销售；塑料制品的研发、技术咨询、技术服务、技术转让与销售；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法需经批准的项目，经相关部门批准后方可开展经营活动)
283,300586.SZ,生产、加工：色母粒、塑胶聚合物、塑料改性、塑料合金、塑料、助剂、颜料、钛白粉混拼（危险化学品除外）（另一生产地址为汕头市护堤路月浦深潭工业区护堤路 288 号）；销售：化工原料（危险化学品除外）；非织造布（无纺布）、塑料制品的生产、销售；物流仓储；普通货运（道路运输经营许可证有效期至 2021 年 9月 30 日）；货物进出口、技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
284,300572.SZ,一般经营项目是：智慧物联网设备与软件的研发、销售及技术服务；智能交通技术咨询设计、销售与集成服务；车联网系统研发与技术服务；互联网、云计算软件与平台系统的技术服务；计算机软、硬件的开发、销售及相关信息咨询；信息系统集成服务；电子设备工程、电子自动化工程及智能化系统工程的设计、安装及维护；安全技术防范系统设计、施工、维修；检测设备的维修；信息咨询（不含限制项目）；国内贸易（不含专营、专卖、专控商品）；经营进出口业务；场地租赁、房屋租赁、物业管理；汽车销售。（以上项目法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：机动车检测系统及设备、机动车驾驶人考试系统及设备、机动车排放污染物遥感遥测系统及设备、环保测试系统及设备的研制、生产和销售；机动车检测行业联网监管系统、机动车排放污染物实时监控系统的研制、生产、销售、系统集成和运营管理；环境监测仪器仪表、空气污染治理相关产品的研制、生产和销售；经营增值电信业务。
285,002962.SZ,光电子元器件生产销售；自营、代理进出口业务(国家限制的商品和技术除外)。
286,300282.SZ,计算机及电子设备、计算机软件技术开发、技术咨询、技术转让、技术服务；销售通信设备、计算机、软件及辅助设备；计算机系统服务；货物进出口、技术进出口、代理进出口；资产管理；项目投资；投资管理；生产计算机及电子设备、通信设备(不在北京地区开展经营活动)；教育咨询(中介服务除外)；软件开发；组织文化艺术交流活动(不含营业性演出)；承办展览展示活动。
287,002708.SZ,轴承、汽车配件、金属加工机械、工具、模具、机械零部件的制造、销售；汽车的销售；轴承技术咨询、技术服务；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。
288,300795.SZ,许可经营项目：无；一般经营项目：服务：承办会展，展览展示设计，国内广告设计、制作、代理，室内装饰设计，企业形象策划，企业营销策划，经济信息咨询(除商品中介)，礼仪服务，婚庆服务，摄影，工艺礼品设计，服装设计，货物进出口(法律、行政法规禁止的项目除外，法律、行政法规限制的项目取得许可证后方可经营)；成年人的非证书劳动职业技能培训(涉及前置审批项目除外)；批发、零售：工艺美术品服装；其他无需报经审批的一切合法项目。
289,300217.SZ,电加热元件、电加热管（器）、 PTC 电加热器、铝箔加热器、化霜加热器、防爆加热器、电加热带（线）、电伴热带及电加热材料、电热电器、电加热系统的研发、制造、销售、技术转让和服务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的出口业务（国家限定企业经营或禁止进出口的商品及技术除外） ；道路普通货物运输。 （依法须经批准的项目，经相关部门批准后方可开展经营活动）
290,300287.SZ,电子产品、机械设备、计算机软硬件技术开发、技术咨询、技术服务、技术转让、技术培训；工程和技术研究与试验发展；计算机系统服务、数据处理、计算机维修；基础软件服务、应用软件服务；销售电子产品、机械设备、五金交电、计算机软硬件及辅助设备；工程管理服务、工程勘察设计、规划管理；会议服务、承办展览展示活动；专业承包；货物进出口、技术进出口、代理进出口。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
291,002543.SZ,研发、生产、销售燃气热水器、燃气采暖热水炉、燃气锅炉、电热水器、电采暖炉、电壁挂炉、电暖器、光电蓄热式电采暖炉、燃气灶具、消毒柜、电磁炉、电饭煲、电炒锅、抽油烟机、电开水柜、电开水瓶、空气清新器、脉冲变压器、冰箱除臭器、桑拿浴箱、燃气空调、燃气用具、燃气烤炉、太阳能热水器、太阳能集热器、热泵热水器、燃气干衣机、电干衣机、洗碗机、电烤箱、电蒸箱、蒸烤一体机、热泵热水机、电压力锅、电水壶、小家电(家用电器)系列、净水器系列、除以上项目外的家用电器及上述产品的安装、维修和配件销售；经营货物进出口、技术进出口业务。(法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营)
292,300607.SZ,工业机器人、机械手等智能装备、五金模具机械、自动化设备及自动供料、混合计量、除湿干燥、粉碎回收等塑胶机械设备、制冷设备等的研发、设计、产销；自动化控制系统软、硬件开发、销售；货物进出口、技术进出口；快速成型领域内的技术开发，打印设备、打印设备耗材等橡胶制品、塑料制品的研发、生产、加工与销售；从事机电安装工程，空气净化工程，管道工程，容器安装工程的设计，施工，咨询。从事无尘，无菌净化系统、设备及周边机电、仪控产品的生产组装。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
293,300817.SZ,无油润滑复合材料、滑动轴承系列、轴承专用模具和设备、金属结构件、金属组合件的生产、销售；从事进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
294,300208.SZ,电力系统发供电设备设计、制造、安装、调试、修理；批发、零售：电力材料；货物及技术进出口； 机械成套装备；变电站：设备总成、运行保养及维护、工程总包；软件开发、销售及技术服务；自有资金对外投资。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
295,002557.SZ,坚果炒货类食品生产和销售；农副产品的生产和收购；油炸食品生产和销售；膨化食品生产和销售；焙烤类食品生产与销售；酱腌菜类的生产与销售；饼干类食品的生产与销售；食品添加剂的生产和销售；方便食品的生产和销售；果干、蜜饯、肉干肉脯、原枣、巧克力、蔬菜干等产品的分装；肉制品类、蜜饯类、海藻类、糖果类、果冻类、水果制品、预包装食品批发（涉及许可证的凭许可证经营）；自有房屋的租赁；自营和代理各类商品和技术的进出口业务。
296,300599.SZ,生产经营塑料制品、五金电器、水龙头、电器开关插座、装饰材料(不含国家政策规定的专营、专控商品)，从事PVC塑料板材的研制和开发(不含废旧塑料)。从事货物及技术进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
297,300781.SZ,企业形象策划服务；会议及展览服务；公司礼仪服务；公共关系服务；市场营销策划服务；策划创意服务；广告业；网络技术的研究、开发；数据处理和存储服务；信息技术咨询服务；软件开发。
298,002777.SZ,研制、开发、生产、销售计算机软硬件、网络设备、办公机械、货币专用设备、机电设备（不含九座以下乘用车）；软件运行维护服务；硬件运行维护服务；信息技术服务；信息安全服务；技术咨询；信息系统集成；智能弱电工程设计、施工；公共安全技术防范工程的设计、施工（以上工程类经营项目凭资质许可证从事经营）；货物进出口、技术进出口；医药、医疗咨询服务；开发、销售电子产品、通讯产品（不含无线广播电视发射设备和卫星地面接收设备）；增值电信业务经营（未取得相关行政审批，不得开展经营活动）；零售：药品（未取得相关行政审批，不得开展经营活动）；销售医疗器械（未取得相关行政审批，不得开展经营活动）；教育咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动)。
299,300343.SZ,互联网媒体运营、互联网信息服务、互联网相关技术开发、技术咨询、技术转让；从事化学科技领域内的技术开发、技术咨询、技术转让；生态环境材料、聚氨酯原料及产品、氟化工产品的研发、生产、销售；新材料技术推广和服务；货物进出口；供应链管理及咨询。
300,300385.SZ,固废、废气、废水处理设备、输送机械、灰渣处理设备、非标金属结构件的研发设计、制造、系统集成、销售、技术开发、技术转让、技术服务；道路普通货物运输；建筑安装服务； 自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
301,002925.SZ,电子元件及组件制造；其他电子设备制造；汽车零部件及配件制造；集成电路设计；软件开发；信息系统集成服务；信息技术咨询服务；数据处理和存储服务；电子工业专用设备制造；自有房地产经营活动；纺织带和帘子布制造；其他未列明制造业；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外； 医用防护口罩生产；非医用日用防护口罩生产；医疗诊断、监护及治疗设备制造；其他未列明医疗设备及器械制造；第二类医疗器械批发；第二类医疗器械零售。
302,300227.SZ,从事激光应用技术的研究与开发，激光及自动化技术在智能制造领域的系统解决方案，激光器及相关元件、3D打印设备、精密激光加工设备、光机电一体化设备、智能电子产品、智能自动化设备、电子工业专用设备制造、自动化控制系统的研发、生产与销售；电子测试夹具、模具、自动化、电子设备及配件的设计、加工装配与销售；提供激光切割、激光钻孔、激光焊接、激光表面处理、激光快速成型、三维打印，生产和销售激光三维电路成型产品、激光快速成型产品、三维打印产品、精密激光模板、精密金属零件、陶瓷元器件、复合材料零件及相关电子装联产品；云平台的技术咨询，技术研发；物业租赁；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。 公司改变经营范围，应当修改公司章程，并向登记机关办理变更登记。
303,002880.SZ,药物研究开发。生产经营血液制品(人血白蛋白大容量注射剂、人血白蛋白小容量注射剂、人血白蛋白冻干粉针剂、人免疫球蛋白冻干粉针剂、组织胺人免疫球蛋白冻干粉针剂、特异性人免疫球蛋白冻干粉针剂、特异性人免疫球蛋白小容量注射剂、冻干静注人免疫球蛋白(PH4)、静注人免疫球蛋白(PH4)、人免疫球蛋白、人纤维蛋白原)；普通货运；生产Ⅱ类、Ⅲ类6840体外诊断试剂。
304,300426.SZ,制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧（范围详见《广播电视节目制作经营许可证》），影视服装道具租赁，影视器材租赁，影视文化信息咨询，企业形象策划，会展会务服务，摄影摄像服务，制作、代理、发布影视广告，影视投资与管理，组织、策划综艺活动，电影、电视剧本的创作，文化用品的设计、开发、销售，货物与技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
305,300796.SZ,"年产：4-硝基邻二甲苯(含自用)8,000吨、2,3-二甲基苯胺4,000吨、3,4-二甲基苯胺600吨、2,4-二甲基苯胺1,500吨、2,6-二甲基苯胺500吨、3-硝基邻二甲苯(含中间产品)10,200吨、硝酸1,200吨、硫酸20,000吨(详见《安全生产许可证》)；销售自产产品。生产：蛋氨酸(除化学危险品)、N-(1-乙基丙基)-3,4-二甲基苯胺6,000吨、对异丙基苯胺1,500吨、邻异丙基苯胺500吨；进出口业务。(依法需经批准的项目，经相关部门批准后方可开展经营活动)"
306,300422.SZ,环保设备制造及销售；环保设施运营（凭资质证经营）；环保技术研究开发及服务；市政工程施工、机电设备安装工程、承接环保工程、园林绿化工程（以上项目凭资质证经营）；园林设施及设备的销售、安装；园林绿化技术咨询、服务；自营和代理一般经营项目商品和技术的进出口业务，许可经营项目商品和技术的进出口业务须取得国家专项审批后方可经营（国家限定公司经营或禁止进出口的商品和技术除外）；农林生态开发；水污染治理；农副产品、农林作物的生产、种植、养殖、销售；大气污染治理；固体废物治理；城乡生活垃圾经营性清扫、收集、运输、处理和处置管理服务（具体项目以审批部门批准的为准）；道路货物运输（具体项目以审批部门批准的为准）；市政工程设计、环境工程设计（凭资质证经营）；建筑工程施工、河湖整治工程施工、水利水电工程施工（凭资质证经营）；消毒产品的生产与销售（具体项目以审批部门批准为准）；工程造价专业咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
307,002986.SZ,"丙酮、2-丁酮、甲苯、硫酸、正丁烷、丁烯、液化石油气(工业用)、溶剂油、甲醇、甲基叔丁基醚、乙酸叔丁酯、乙酸、醋酸正丙酯、乙酸异丁酯、甲基丙烯酸甲酯、苯乙烯、1,2-二甲苯、1,4-二甲苯、丁醇、2-丁醇、环己酮、异丁烷、丙烯、异丁烯、二甲氧基甲烷、石脑油、2-甲基庚烷、苯、混合苯、2-丙醇、乙酸甲酯、乙酸乙酯不带储存设施经营(危险化学品经营许可证有效期至2021年4月8日)；能源技术研究、技术开发服务；材料科学研究、技术开发；化工原料(监控化学品、危险化学品除外)销售；化工产品制造(不含危险及监控化学品)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)"
308,002922.SZ,生产和销售变压器、电源类及灯具产品；货物进出口、技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
309,002746.SZ,配合饲料加工，粮食收购。种鸡、家禽饲养、销售，家禽屠宰、加工销售（限分支机构经营）。饲料销售，货物、技术进出口；普通货物道路运输。（依法须经批准的项目，经相关部门批准后方可展开经营活动）
310,300320.SZ,橡胶制品、塑料制品、金属制品、通用设备、专用设备的制造、加工；危险化学品经营(按许可证所列范围和方式经营)；国内贸易；自营和代理各类商品及技术的进出口业务，但国家限定企业经营或禁止进出口的商品和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
311,002707.SZ,入境旅游业务；国内旅游业务；出境旅游业务；保险兼业代理；因特网信息服务业务(除新闻、出版、教育、医疗保健、药品、医疗器械以外的内容)；图书、报纸、期刊、电子出版物、音像制品零售、网上销售(出版物经营许可证有效期至2022年4月30日)；民用航空运输销售代理；承办展览展示活动；会议服务；销售纺织、服装、日用品、文化用品、体育用品及器材、家用电器、电子产品、五金、家具、室内装饰材料；组织文化艺术交流活动(演出除外)；企业营销及形象策划；公关活动策划；技术开发；软件开发；电脑图文设计、制作；设计、制作、代理、发布广告；翻译服务；摄影扩印服务；汽车租赁、计算机及通讯设备租赁；投资咨询、房地产信息咨询、经济贸易咨询。销售化妆品、珠宝首饰、旅游用品，集邮票品、工艺品、黄金制品、白银制品(不含银币)、装帧流通人民币、花卉、厨房用具、鞋帽、箱包、通讯设备、照相器材、化工产品(不含危险化学品)、计算机、软件及辅助设备；票务代理；订房服务；销售食品、饮料。(领取本执照后，应到市交通委运输管理局备案。)
312,300249.SZ,生产、销售、维修及安装制冷设备、空调、不间断电源、电池及相关产品、环境保护专用设备、空气净化器、电子产品；计算机系统集成；提供环境工程技术咨询及相关工程服务（工程类凭相关资质证书从事经营）；节能技术的研发、应用、推广；节能工程设计、工程施工（工程类凭相关资质证书从事经营）、技术咨询和技术服务；合同能源管理；房屋租赁；物业管理服务（凭资质许可证从事经营）；货物、技术进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
313,300478.SZ,高分子橡塑材料的研发、生产（上述经营范围中涉及前置审批项目的，在批准的有效期内方可经营）及销售，橡塑材料批发及进出口（涉及国家专项规定管理的商品按国家有关规定办理），计算机软硬件、系统集成的技术开发、技术服务，计算机软硬件、金属材料、化工原料及产品（不含危险品及易制毒化学品）的销售。（依法须批准的项目，经相关部门批准后方可开展经营活动）
314,300785.SZ,技术咨询；技术推广服务；设计、制作、代理、发布广告；经济信息咨询；市场调查；计算机系统服务；数据处理；货运代理；投资管理；摄影服务；技术进出口、货物进出口、代理进出口；销售计算机、通信器材、电子产品、文具用品、日用品、工艺品、珠宝首饰、机械设备、家用电器、服装鞋帽、化妆品、钟表、针纺织品、汽车配件、体育用品、卫生用品；商务信息咨询；旅游信息咨询；组织文化艺术交流活动；销售食品；经营电信业务；从事互联网文化活动；演出经纪。(“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；销售食品、经营电信业务以及销售食品、“经营电信业务”以及企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
315,300838.SZ,自动控制阀门及执行器、控制系统及控制元件、阀门及阀门配件、管道及管道配件制造、销售；货物进出口、技术进出口。
316,002861.SZ,研发、生产、销售：声学产品及零配件，精密电子产品模具，消费类电子产品，连接线及手机、电脑周边设备，通讯传导线材;塑胶制品、 塑胶粒加工、销售;与以上产品相关的嵌入式软件的开发、销售;及以上产品相关的技术服务;货物进出口、技术进出口； 管理咨询、技术服务(法律、行政法规禁止的项目除外;法律、行政法规限制的项目须取得许可后方可经营)。
317,002790.SZ,研发、加工、生产、销售：卫生洁具、家用电器、模具、塑胶制品、橡胶制品、五金配套件；批发零售水暖器材、建筑装饰材料；经营本企业自产产品的出口业务和本企业所需的机器设备、零配件、原辅材料的进口业务（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外；加工贸易业务。
318,002916.SZ,印刷电路板、封装基板产品、模块模组封装产品、电子装联产品、电子元器件、网络通讯科技产品、通信设备(生产场地另办执照)、技术研发及信息技术、鉴证咨询、不动产租赁服务；电镀；经营进出口业务。工业自动化设备、电信终端设备、信息技术类设备、LED产品、电路开关及保护或连接用电器装置、低压电器、安防产品的设计、生产、加工、销售；普通货运。
319,300645.SZ,经营增值电信业务(范围详见《中华人民共和国增值电信业务经营许可证》 )。计算机软件产品开发、技术服务与咨询及成果转让服务，物联网技术服务，互联网信息技术服务，数据处理服务，公共安全技术服务，节能技术推广服务，智慧城市信息技术、智能家居、智能交通系统的开发与服务，电子产品、计算机软硬件及配件、办公自动化设备、家用电器、洗涤设备、建筑材料的销售，信息系统设计与系统集成，计算机外围设备的设计、制造、销售，计算机硬件设备维修，建筑智能化工程施工， 机电工程安装， 装饰装潢，洗衣服务，智能装备研发与销售，计量器具的制造（限分支机构经营）、 设计、销售，从事进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
320,002730.SZ,一般经营项目：防爆电器、防爆开关、真空接触器、断路器、高低压电器及设备、机械配件、电子元件、电机、仪器仪表（不含计量器具）、检测设备、电线电缆、五金工具、高低压开关柜、防爆灯具、防爆通讯监控设备、矿用救生舱、矿用综合自动化系统、煤电钻制造、销售； 防爆电器、防爆电气的安装、 修理、 维护、 技术服务；软件开发；钢材销售；货物进出口，技术进出口。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目。）
321,300491.SZ,新能源电动汽车充电电源(充电桩)及配套设备、新能源电动汽车车载电源、新能源电动汽车电机控制器及配套设备、电力一体化电源、电力操作电源、不间断电源、应急电源、通信电源、高压直流电源、稳压电源、特种电源、铁路电源、工业节能及电能质量治理设备、光伏组件、光伏逆变器的研发、制造和销售；新能源电动汽车充电站、光伏电站和微网储能系统的建设及运营；新能源电动汽车租赁；信息技术的开发、技术咨询、技术服务；商品和技术的进出口业务(国家禁止或限制的除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
322,300626.SZ,汽车电机、微特电机、换向器(整流子)、轴承、轴、电机配件、电器配件的制造、加工；金属材料的批发、零售；自营或代理货物和技术的进出口，但国家限制经营或禁止进出口的货物或技术除外(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目)。
323,002689.SZ,电梯、自动扶梯、自动人行道、永磁同步电机、曳引机及调频调压曳引系统、机器人、自动旋转门、擦窗机、自动车库、电控柜、建筑机械设备加工、制造、设计、安装、改造及维修服务；金属板材的钣金、粉末静电喷涂、氟碳漆、丙烯酸漆静电喷涂、陶瓷漆喷涂、木纹转印加工及电梯配套、楼房装饰工程设计；电梯自动化系统及低压电器、计算机软硬件、工业过程控制设备、电机及拖动系统的技术开发、制造、加工；中央空调及相关备件、单体空调及相关备件设计，安装，改造及维修；空调用风管的加工及安装；节能环保设备及智能控制系统设计、生产、安装；清洁能源技术及智能控制系统开发，清洁能源设备及智能控制系统设计、生产、安装；电力设备设计、生产、安装，房屋建筑工程的设计、施工。凡涉及国家限制或需行业主管部门审批的，需国家或行业主管部门审批后方可生产经营。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
324,002633.SZ,生产销售：滑动轴承、工矿机电配件、机械产品及配件、电机产品(除汽车)、压缩机、发电设备、船舶配件；从事货物及技术的进出口业务；产品设计、研发、技术咨询服务、自有房屋租赁及设备租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
325,002725.SZ,铝合金轮毂、汽车配件、摩托车配件制造、销售；货物进出口、技术进出口(法律、行政法规禁止和限制的项目除外)。
326,300824.SZ,研发、设计、生产经营家用电器、数字仪表及仪用接插件、模具、数字化电路板、数字化家用电器的专业芯片/控制软件、塑胶件/五金件及相关零部件(仅限分公司生产)，并提供产品售后服务；从事货物、技术进出口业务(不含分销、国家专营专控商品)
327,002694.SZ,生产销售：塑料管道、钢塑复合管道、铝塑复合管道、水处理器材及塑料制品；销售：化工原料(不含危险化学品)；管道安装；从事货物与技术进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
328,300658.SZ,新材料技术推广服务；塑料薄膜制造；非织造布制造；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务(不另附进出口商品目录)，但国家限定公司经营或禁止进出口的商品及技术除外；其他未列明专业技术服务业(不含需经许可审批的事项)；经营各类商品和技术的进出口(不另附进出口商品目录)，但国家限定公司经营或禁止进出口的商品及技术除外；其他未列明的机械与设备租赁(不含需经许可审批的项目)。
329,300537.SZ,感光新材料的研究、开发；印刷线路板用及相关产业用抗蚀感光油墨、感光阻焊油墨及光固化涂料的开发、生产；自营和代理各类商品及技术的进出口业务，但国家限定企业经营或禁止进出口的商品和技术除外；道路普通货物运输。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
330,300466.SZ,许可项目：货物进出口；技术进出口；进出口代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：物联网技术服务；信息系统集成服务；软件开发；云计算设备销售；智能机器人销售；智能物料搬运装备销售；智能仓储装备销售；智能控制系统集成；智能仪器仪表制造；工业机器人制造；工业自动控制系统装置制造；机械电气设备制造；衡器制造；物料搬运装备制造；普通机械设备安装服务；承接总公司工程建设业务；对外承包工程（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。
331,002969.SZ,生产金属容器，易拉罐制品，包装装潢印刷品印刷，销售本公司产品及提供售后服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
332,002528.SZ,生产经营智能设备、电子产品、光端机、闭路电视系统产品、出入口控制系统产品、数据通信设备、以太网交换设备、LED 显示屏、发光二极管显示器、液晶显示器、背投显示器、显示屏材料、集成电路产品、防爆视频监控产品、防爆工业通讯产品，从事上述产品及软件产品的研发、批发、技术咨询、技术服务、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请），视频传输设备技术开发及计算机应用软件开发，转让自行研发的技术成果，从事上述产品的售后服务，从事自产产品租赁相关业务，从事货物及技术进出口（不含分销、国家专营专控商品）；机电工程、系统集成、电子设备工程的设计、施工、维护业务； 消防设施工程专业承包；建筑机电安装工程施工；自有物业租赁（凭公司名下合法房产证方可经营）。以上经营范围不含国家规定实施准入特别管理措施的项目，涉及备案许可资质的需取得相关证件后方可经营。
333,002855.SZ,精密模具、精密检具及精密治具的生产和销售；塑胶、五金、人造蓝宝石、玻璃、陶瓷精密结构件的生产和销售；智能制造设备、电子信息产品、机电一体化产品、电子医疗产品、电子专用测试仪器及上述产品相关零部件的生产、销售及维修；从事以上相关产品的批发及进出口业务。设立研发中心，从事上述产品及服务的研究、设计和开发(以上项目不涉及外商投资准入特别管理措施)。(依法须经批准的项目，经相关部门批准后方可展开经营活动)。
334,300172.SZ,"环保、电力、化工、水处理设备的研发、设计、制造、系统集成及销售；自动控制、计算机软件、仪器仪表研发、设计、系统集成及销售；工程总承包、施工、安装、调试、技术服务及设备运营；市政公用工程；机电设备安装；高科技产业投资。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
335,002765.SZ,在《中华人民共和国进出口企业资格证书》有效期及核定进出口商品目录内经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外。机械加工，生产机械模具。研发、生产、销售：汽车零部件、摩托车齿轮、轴；汽车用精密铸件。
336,300293.SZ,大型电气自动化控制系统及专业机械设备，机器人与自动化装备、自动化立体仓库及仓储物流设备、大型自动化生产线、高低压成套开关设备与控制设备、预装箱式变电站、高低压无功补偿装置、激光技术及装备开发、制造、销售、工程安装；信息技术与网络系统设计、开发、技术咨询、服务、转让，自营和代理货物及技术进出口，公路、隧道、轨道交通综合监控系统、送变电工程，机电安装工程，建筑智能化工程，电子、电气及自动化工程专业承包，承装(修、试)电力设施，光电技术及产品开发、制造。
337,002677.SZ,许可项目：电热食品加工设备生产(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。一般项目：家用电器研发；家用电器制造；非电力家用器具制造；机械电气设备制造；家具制造；家居用品制造；通信设备制造；电子元器件制造；其他电子器件制造(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。
